state,county_name,precinct,year,pres.dem,pres.gop,gov.dem,gov.gop,statehouse.dem,statehouse.gop,dem_share_pres,dem_share_gov ,dem_share_statehouse
NORTH CAROLINA,MADISON,LAUREL,2024,195,503,245,413,207,465,27.93696275,37.23404255,30.80357143
NORTH CAROLINA,MADISON,MARS H,2024,1301,1847,1581,1435,1333,1820,41.32782719,52.4204244,42.27719632
NORTH CAROLINA,MADISON,NORTH,2024,699,1141,871,891,721,1104,37.98913043,49.43246311,39.50684932
NORTH CAROLINA,MADISON,REVERE,2024,91,112,111,83,101,104,44.82758621,57.21649485,49.26829268
NORTH CAROLINA,MADISON,SANDY,2024,139,253,170,202,149,245,35.45918367,45.69892473,37.81725888
NORTH CAROLINA,MADISON,SOUTH,2024,367,461,438,362,372,457,44.3236715,54.75,44.87334138
NORTH CAROLINA,MADISON,SPRING,2024,246,318,297,243,269,300,43.61702128,55,47.27592267
NORTH CAROLINA,MADISON,WALNUT,2024,370,663,470,530,389,646,35.81800581,47,37.58454106
NORTH CAROLINA,MARTIN,BG,2024,94,438,156,354,94,431,17.66917293,30.58823529,17.9047619
NORTH CAROLINA,MARTIN,CR,2024,116,224,131,192,111,220,34.11764706,40.55727554,33.5347432
NORTH CAROLINA,MARTIN,GRF,2024,86,454,144,378,83,448,15.92592593,27.5862069,15.63088512
NORTH CAROLINA,MARTIN,GSN,2024,202,220,220,180,195,210,47.86729858,55,48.14814815
NORTH CAROLINA,MARTIN,HMT,2024,170,213,195,170,175,199,44.38642298,53.42465753,46.79144385
NORTH CAROLINA,MARTIN,JMV,2024,118,361,151,306,120,357,24.63465553,33.04157549,25.1572327
NORTH CAROLINA,MARTIN,RBV,2024,370,266,394,218,364,255,58.17610063,64.37908497,58.80452342
NORTH CAROLINA,MARTIN,WM1,2024,212,189,232,144,205,191,52.86783042,61.70212766,51.76767677
NORTH CAROLINA,MARTIN,WM2,2024,247,189,274,151,237,193,56.65137615,64.47058824,55.11627907
NORTH CAROLINA,MCDOWELL,CCREEK,2024,454,1144,541,983,436,1143,28.41051314,35.49868766,27.61241292
NORTH CAROLINA,MCDOWELL,DYSART,2024,435,1566,568,1326,409,1552,21.73913043,29.98944034,20.85670576
NORTH CAROLINA,MCDOWELL,FORT 1,2024,275,700,341,580,260,716,28.20512821,37.02497286,26.63934426
NORTH CAROLINA,MCDOWELL,FORT 2,2024,431,996,530,821,399,1009,30.20322355,39.23019985,28.33806818
NORTH CAROLINA,MCDOWELL,GLENWD,2024,290,1237,416,1043,294,1203,18.99148657,28.51267992,19.63927856
NORTH CAROLINA,MCDOWELL,HIGGIN,2024,233,1007,312,865,224,1004,18.79032258,26.50807137,18.24104235
NORTH CAROLINA,MCDOWELL,M.COVE,2024,268,1074,331,938,262,1048,19.97019374,26.08353034,20
NORTH CAROLINA,MCDOWELL,Mar 1,2024,670,1619,840,1335,597,1652,29.27042377,38.62068966,26.54513117
NORTH CAROLINA,MCDOWELL,Mar 2,2024,476,551,516,446,429,576,46.34858812,53.63825364,42.68656716
NORTH CAROLINA,MCDOWELL,Mar 3,2024,172,526,221,439,161,523,24.64183381,33.48484848,23.5380117
NORTH CAROLINA,MCDOWELL,Mar 4,2024,231,566,283,468,205,574,28.98368883,37.68308921,26.31578947
NORTH CAROLINA,MCDOWELL,Mar 5,2024,218,587,279,466,203,587,27.08074534,37.44966443,25.69620253
NORTH CAROLINA,MCDOWELL,N.COVE,2024,146,548,192,474,129,553,21.03746398,28.82882883,18.91495601
NORTH CAROLINA,MCDOWELL,NEBO,2024,505,1604,650,1361,474,1609,23.94499763,32.32222775,22.7556409
NORTH CAROLINA,MCDOWELL,PLEASA,2024,393,1283,548,1028,350,1313,23.44868735,34.7715736,21.04630186
NORTH CAROLINA,MCDOWELL,T.COVE,2024,112,453,126,414,109,447,19.82300885,23.33333333,19.60431655
NORTH CAROLINA,MCDOWELL,WEST M,2024,602,2059,819,1737,567,2065,22.62307403,32.04225352,21.54255319
NORTH CAROLINA,MECKLENBURG,1,2024,725,477,872,266,918,0,60.31613977,76.62565905,100
NORTH CAROLINA,MECKLENBURG,2,2024,1717,621,1911,362,2049,0,73.43883661,84.07391113,100
NORTH CAROLINA,MECKLENBURG,3,2024,1030,171,1068,109,1174,0,85.76186511,90.73916737,100
NORTH CAROLINA,MECKLENBURG,4,2024,1045,368,1101,268,1220,0,73.95612173,80.42366691,100
NORTH CAROLINA,MECKLENBURG,5,2024,742,194,779,134,855,0,79.27350427,85.32311062,100
NORTH CAROLINA,MECKLENBURG,6,2024,917,244,939,184,1056,0,78.9836348,83.61531612,100
NORTH CAROLINA,MECKLENBURG,7,2024,1010,442,1086,288,996,465,69.55922865,79.03930131,68.1724846
NORTH CAROLINA,MECKLENBURG,8,2024,946,779,1205,417,1221,0,54.84057971,74.29099877,100
NORTH CAROLINA,MECKLENBURG,9,2024,2456,1165,2746,708,3091,0,67.82656725,79.50202664,100
NORTH CAROLINA,MECKLENBURG,10,2024,1458,668,1663,393,1777,0,68.579492,80.88521401,100
NORTH CAROLINA,MECKLENBURG,11,2024,4483,1894,4860,1245,5703,0,70.29951388,79.60687961,100
NORTH CAROLINA,MECKLENBURG,12,2024,1662,360,1721,252,1892,0,82.1958457,87.22757223,100
NORTH CAROLINA,MECKLENBURG,13,2024,2578,783,2765,501,3126,0,76.70336209,84.66013472,100
NORTH CAROLINA,MECKLENBURG,14,2024,2652,680,2851,401,3145,0,79.59183673,87.66912669,100
NORTH CAROLINA,MECKLENBURG,15,2024,2486,729,2718,400,2913,0,77.32503888,87.17126363,100
NORTH CAROLINA,MECKLENBURG,16,2024,1822,98,1838,85,1924,0,94.89583333,95.57982319,100
NORTH CAROLINA,MECKLENBURG,17,2024,933,165,951,123,1032,0,84.9726776,88.54748603,100
NORTH CAROLINA,MECKLENBURG,18,2024,716,578,972,247,963,0,55.33230294,79.73748975,100
NORTH CAROLINA,MECKLENBURG,19,2024,816,623,1004,310,735,717,56.70604587,76.40791476,50.61983471
NORTH CAROLINA,MECKLENBURG,20,2024,1236,623,1431,356,1503,0,66.4873588,80.07834359,100
NORTH CAROLINA,MECKLENBURG,21,2024,1190,613,1336,372,1557,0,66.00110926,78.22014052,100
NORTH CAROLINA,MECKLENBURG,22,2024,3846,2734,4498,1763,5756,0,58.44984802,71.84155886,100
NORTH CAROLINA,MECKLENBURG,23,2024,1453,499,1557,329,1832,0,74.43647541,82.55567338,100
NORTH CAROLINA,MECKLENBURG,24,2024,1470,367,1547,232,1745,0,80.02177463,86.95896571,100
NORTH CAROLINA,MECKLENBURG,25,2024,1204,62,1205,56,1275,0,95.10268562,95.5590801,100
NORTH CAROLINA,MECKLENBURG,26,2024,2089,344,2153,252,2346,0,85.86107686,89.52182952,100
NORTH CAROLINA,MECKLENBURG,27,2024,1438,275,1476,206,1650,0,83.94629305,87.75267539,100
NORTH CAROLINA,MECKLENBURG,28,2024,1206,257,1251,171,1354,0,82.43335612,87.97468354,100
NORTH CAROLINA,MECKLENBURG,29,2024,1169,279,1223,187,1319,0,80.7320442,86.73758865,100
NORTH CAROLINA,MECKLENBURG,30,2024,3233,696,3408,421,3681,0,82.28556885,89.00496213,100
NORTH CAROLINA,MECKLENBURG,31,2024,1296,204,1326,151,1459,0,86.4,89.77657414,100
NORTH CAROLINA,MECKLENBURG,32,2024,820,788,1112,381,711,910,50.99502488,74.48091092,43.8618137
NORTH CAROLINA,MECKLENBURG,33,2024,980,350,1062,235,1193,0,73.68421053,81.88126446,100
NORTH CAROLINA,MECKLENBURG,34,2024,1472,562,1585,384,1493,575,72.36971485,80.49771458,72.19535783
NORTH CAROLINA,MECKLENBURG,35,2024,1066,584,1210,360,1310,0,64.60606061,77.07006369,100
NORTH CAROLINA,MECKLENBURG,36,2024,1124,811,1341,475,1071,872,58.0878553,73.84361233,55.12094699
NORTH CAROLINA,MECKLENBURG,37,2024,1086,734,1256,448,1459,0,59.67032967,73.70892019,100
NORTH CAROLINA,MECKLENBURG,38,2024,983,466,1096,293,1246,0,67.83988958,78.90568754,100
NORTH CAROLINA,MECKLENBURG,39,2024,1461,187,1462,144,1605,0,88.65291262,91.03362391,100
NORTH CAROLINA,MECKLENBURG,40,2024,1228,217,1233,184,1396,0,84.98269896,87.01482004,100
NORTH CAROLINA,MECKLENBURG,41,2024,1285,201,1296,167,1441,0,86.47375505,88.58509911,100
NORTH CAROLINA,MECKLENBURG,42,2024,1459,111,1485,93,1517,0,92.92993631,94.10646388,100
NORTH CAROLINA,MECKLENBURG,43,2024,1503,301,1541,235,1737,0,83.31485588,86.76801802,100
NORTH CAROLINA,MECKLENBURG,44,2024,1128,333,1232,185,1302,0,77.2073922,86.94424841,100
NORTH CAROLINA,MECKLENBURG,45,2024,974,405,1048,294,1201,0,70.63089195,78.0923994,100
NORTH CAROLINA,MECKLENBURG,46,2024,1436,452,1523,301,1687,0,76.05932203,83.49780702,100
NORTH CAROLINA,MECKLENBURG,47,2024,1328,847,1581,493,1226,969,61.05747126,76.2295082,55.85421412
NORTH CAROLINA,MECKLENBURG,48,2024,787,797,1006,438,666,922,49.68434343,69.66759003,41.9395466
NORTH CAROLINA,MECKLENBURG,49,2024,1570,930,1826,545,2088,0,62.8,77.01391818,100
NORTH CAROLINA,MECKLENBURG,50,2024,928,498,1036,319,1165,0,65.07713885,76.45756458,100
NORTH CAROLINA,MECKLENBURG,51,2024,1355,796,1536,497,1745,0,62.9939563,75.5533694,100
NORTH CAROLINA,MECKLENBURG,52,2024,1891,619,1995,426,2347,0,75.33864542,82.4039653,100
NORTH CAROLINA,MECKLENBURG,53,2024,1819,256,1838,201,2026,0,87.6626506,90.14222658,100
NORTH CAROLINA,MECKLENBURG,54,2024,1750,243,1796,163,1952,0,87.80732564,91.67942828,100
NORTH CAROLINA,MECKLENBURG,55,2024,905,72,910,71,978,0,92.63050154,92.76248726,100
NORTH CAROLINA,MECKLENBURG,56,2024,940,105,939,90,1036,0,89.95215311,91.25364431,100
NORTH CAROLINA,MECKLENBURG,57,2024,1181,806,1409,478,1106,865,59.43633619,74.66878643,56.11364789
NORTH CAROLINA,MECKLENBURG,58,2024,1041,726,1200,456,1405,0,58.91341256,72.46376812,100
NORTH CAROLINA,MECKLENBURG,59,2024,614,381,693,239,821,0,61.70854271,74.35622318,100
NORTH CAROLINA,MECKLENBURG,60,2024,1123,125,1159,102,1233,0,89.98397436,91.9111816,100
NORTH CAROLINA,MECKLENBURG,61,2024,1133,400,1218,273,1344,0,73.90737117,81.69014085,100
NORTH CAROLINA,MECKLENBURG,62,2024,871,336,900,268,1056,0,72.16238608,77.05479452,100
NORTH CAROLINA,MECKLENBURG,63,2024,943,399,1009,302,1191,0,70.26825633,76.9641495,100
NORTH CAROLINA,MECKLENBURG,64,2024,637,262,683,194,642,278,70.85650723,77.87913341,69.7826087
NORTH CAROLINA,MECKLENBURG,65,2024,676,475,759,324,652,495,58.73153779,70.08310249,56.84394071
NORTH CAROLINA,MECKLENBURG,66,2024,842,466,945,285,815,488,64.37308869,76.82926829,62.54796623
NORTH CAROLINA,MECKLENBURG,67,2024,678,544,816,350,632,592,55.48281506,69.98284734,51.63398693
NORTH CAROLINA,MECKLENBURG,68,2024,578,311,630,219,553,334,65.01687289,74.204947,62.34498309
NORTH CAROLINA,MECKLENBURG,69,2024,1789,1626,2099,1117,1745,1702,52.38653001,65.26741294,50.62373078
NORTH CAROLINA,MECKLENBURG,70,2024,1011,783,1213,450,924,877,56.35451505,72.94046903,51.30483065
NORTH CAROLINA,MECKLENBURG,71,2024,974,854,1226,502,885,953,53.28227571,70.94907407,48.15016322
NORTH CAROLINA,MECKLENBURG,72,2024,742,468,854,291,686,535,61.32231405,74.58515284,56.18345618
NORTH CAROLINA,MECKLENBURG,73,2024,799,563,924,361,764,602,58.66372981,71.90661479,55.92972182
NORTH CAROLINA,MECKLENBURG,74,2024,1496,1188,1777,709,1381,1287,55.73770492,71.48028962,51.76161919
NORTH CAROLINA,MECKLENBURG,75,2024,1420,1197,1712,715,1336,1295,54.26060374,70.53976102,50.77917142
NORTH CAROLINA,MECKLENBURG,76,2024,1347,973,1587,599,1759,0,58.06034483,72.59835316,100
NORTH CAROLINA,MECKLENBURG,77,2024,1671,294,1670,251,1908,0,85.03816794,86.9338886,100
NORTH CAROLINA,MECKLENBURG,78.1,2024,1750,582,1835,419,2147,0,75.04288165,81.4108252,100
NORTH CAROLINA,MECKLENBURG,79,2024,1119,441,1160,344,1349,0,71.73076923,77.12765957,100
NORTH CAROLINA,MECKLENBURG,80,2024,2020,627,2091,497,2376,0,76.31280695,80.79598145,100
NORTH CAROLINA,MECKLENBURG,81,2024,2383,588,2451,443,2762,0,80.20868394,84.69246717,100
NORTH CAROLINA,MECKLENBURG,82,2024,1661,193,1673,150,1735,0,89.59007551,91.77180472,100
NORTH CAROLINA,MECKLENBURG,83,2024,1412,735,1504,592,1789,0,65.76618537,71.75572519,100
NORTH CAROLINA,MECKLENBURG,84,2024,1009,311,1053,240,1175,0,76.43939394,81.43851508,100
NORTH CAROLINA,MECKLENBURG,85,2024,1223,619,1332,436,1491,0,66.39522258,75.33936652,100
NORTH CAROLINA,MECKLENBURG,86,2024,813,847,1009,534,788,876,48.97590361,65.39209332,47.35576923
NORTH CAROLINA,MECKLENBURG,87,2024,1186,800,1293,585,1215,766,59.71802618,68.84984026,61.33266027
NORTH CAROLINA,MECKLENBURG,88,2024,1141,824,1263,582,1150,809,58.06615776,68.45528455,58.70342011
NORTH CAROLINA,MECKLENBURG,89,2024,3222,1274,3372,930,3779,0,71.66370107,78.38214784,100
NORTH CAROLINA,MECKLENBURG,90,2024,696,540,786,378,894,0,56.31067961,67.5257732,100
NORTH CAROLINA,MECKLENBURG,91,2024,1880,1625,2184,1144,1867,1673,53.63766049,65.625,52.74011299
NORTH CAROLINA,MECKLENBURG,92,2024,1305,1009,1530,633,1208,1099,56.39585134,70.73509015,52.36237538
NORTH CAROLINA,MECKLENBURG,93,2024,703,800,846,532,716,776,46.77312043,61.39332366,47.98927614
NORTH CAROLINA,MECKLENBURG,94,2024,832,493,878,393,1059,0,62.79245283,69.07946499,100
NORTH CAROLINA,MECKLENBURG,95,2024,868,305,929,238,1064,0,73.99829497,79.60582691,100
NORTH CAROLINA,MECKLENBURG,96,2024,1015,647,1120,460,1242,0,61.0709988,70.88607595,100
NORTH CAROLINA,MECKLENBURG,97,2024,685,153,710,110,777,0,81.74224344,86.58536585,100
NORTH CAROLINA,MECKLENBURG,98,2024,1417,402,1454,312,1680,0,77.89994502,82.33295583,100
NORTH CAROLINA,MECKLENBURG,99,2024,872,184,890,141,1016,0,82.57575758,86.32395732,100
NORTH CAROLINA,MECKLENBURG,100,2024,1267,983,1459,662,1635,0,56.31111111,68.7883074,100
NORTH CAROLINA,MECKLENBURG,101,2024,901,827,1077,536,837,875,52.1412037,66.7699938,48.89018692
NORTH CAROLINA,MECKLENBURG,102,2024,2087,986,2215,769,2628,0,67.91409047,74.22922252,100
NORTH CAROLINA,MECKLENBURG,103,2024,1385,1249,1587,880,1840,0,52.58162491,64.32914471,100
NORTH CAROLINA,MECKLENBURG,104,2024,1506,227,1523,186,1687,0,86.90132718,89.11644236,100
NORTH CAROLINA,MECKLENBURG,105,2024,2292,565,2381,396,2371,0,80.2240112,85.7400072,100
NORTH CAROLINA,MECKLENBURG,106,2024,857,517,987,323,810,577,62.37263464,75.34351145,58.39942322
NORTH CAROLINA,MECKLENBURG,107.1,2024,2254,363,2294,298,2480,0,86.12915552,88.50308642,100
NORTH CAROLINA,MECKLENBURG,108,2024,1047,250,1068,211,1239,0,80.72474942,83.50273651,100
NORTH CAROLINA,MECKLENBURG,109,2024,1666,534,1828,302,1986,0,75.72727273,85.82159624,100
NORTH CAROLINA,MECKLENBURG,110,2024,654,454,745,283,598,517,59.02527076,72.47081712,53.632287
NORTH CAROLINA,MECKLENBURG,111,2024,1289,926,1513,554,1164,1058,58.19413093,73.19787131,52.38523852
NORTH CAROLINA,MECKLENBURG,112,2024,896,835,1052,574,871,881,51.76198729,64.69864699,49.71461187
NORTH CAROLINA,MECKLENBURG,113,2024,1408,1255,1603,906,1395,1289,52.87269996,63.88999601,51.97466468
NORTH CAROLINA,MECKLENBURG,114,2024,1236,1006,1466,631,1154,1093,55.1293488,69.90939437,51.35736538
NORTH CAROLINA,MECKLENBURG,115,2024,724,342,758,276,884,0,67.91744841,73.30754352,100
NORTH CAROLINA,MECKLENBURG,116,2024,735,263,747,215,863,0,73.64729459,77.65072765,100
NORTH CAROLINA,MECKLENBURG,117,2024,1134,339,1187,251,1171,339,76.98574338,82.54520167,77.54966887
NORTH CAROLINA,MECKLENBURG,118,2024,1336,903,1525,597,1695,0,59.66949531,71.866164,100
NORTH CAROLINA,MECKLENBURG,119,2024,718,498,852,293,688,525,59.04605263,74.41048035,56.71887881
NORTH CAROLINA,MECKLENBURG,120,2024,859,274,901,199,1045,0,75.81641659,81.90909091,100
NORTH CAROLINA,MECKLENBURG,121,2024,1539,1603,1815,1122,1511,1639,48.98154042,61.79775281,47.96825397
NORTH CAROLINA,MECKLENBURG,122,2024,2519,1246,2665,938,3104,0,66.90571049,73.96613933,100
NORTH CAROLINA,MECKLENBURG,123,2024,1369,343,1421,253,1567,0,79.96495327,84.8864994,100
NORTH CAROLINA,MECKLENBURG,124,2024,1362,270,1394,208,1558,0,83.45588235,87.01622971,100
NORTH CAROLINA,MECKLENBURG,125,2024,633,233,652,198,758,0,73.09468822,76.70588235,100
NORTH CAROLINA,MECKLENBURG,126,2024,2423,429,2458,330,2726,0,84.95792426,88.16355811,100
NORTH CAROLINA,MECKLENBURG,127,2024,2530,2209,2979,1446,2623,2122,53.38679046,67.3220339,55.27924131
NORTH CAROLINA,MECKLENBURG,128,2024,1596,578,1694,424,1867,0,73.41306348,79.98111426,100
NORTH CAROLINA,MECKLENBURG,129,2024,544,225,572,154,554,210,70.74122237,78.78787879,72.51308901
NORTH CAROLINA,MECKLENBURG,130,2024,777,378,828,293,970,0,67.27272727,73.86262266,100
NORTH CAROLINA,MECKLENBURG,131,2024,737,646,865,447,734,654,53.28994939,65.92987805,52.88184438
NORTH CAROLINA,MECKLENBURG,132,2024,1558,446,1601,337,1607,0,77.74451098,82.61093911,100
NORTH CAROLINA,MECKLENBURG,133,2024,2062,2152,2405,1550,2077,2127,48.93213099,60.8091024,49.40532826
NORTH CAROLINA,MECKLENBURG,134,2024,2975,2329,3356,1694,3922,0,56.08974359,66.45544554,100
NORTH CAROLINA,MECKLENBURG,135,2024,4456,699,4552,523,4985,0,86.44034918,89.69458128,100
NORTH CAROLINA,MECKLENBURG,136,2024,1159,1049,1336,735,1150,1046,52.49094203,64.5098986,52.36794171
NORTH CAROLINA,MECKLENBURG,137,2024,2408,2393,2823,1735,2425,2372,50.15621745,61.93505924,50.5524286
NORTH CAROLINA,MECKLENBURG,138,2024,1669,508,1712,391,1992,0,76.66513551,81.40751308,100
NORTH CAROLINA,MECKLENBURG,139.1,2024,1472,1198,1707,848,1488,1174,55.13108614,66.81017613,55.89782119
NORTH CAROLINA,MECKLENBURG,140,2024,2196,1840,2566,1262,2190,1845,54.41030723,67.03239289,54.27509294
NORTH CAROLINA,MECKLENBURG,141,2024,2421,491,2500,325,2474,0,83.13873626,88.49557522,100
NORTH CAROLINA,MECKLENBURG,142,2024,2499,2767,2933,1979,2573,2695,47.4553741,59.71091205,48.8420653
NORTH CAROLINA,MECKLENBURG,143,2024,2383,2295,2790,1610,2406,2278,50.94057289,63.40909091,51.36635354
NORTH CAROLINA,MECKLENBURG,144,2024,1584,1231,1804,832,1571,1213,56.26998224,68.4370258,56.4295977
NORTH CAROLINA,MECKLENBURG,145,2024,5657,2227,6045,1587,6744,0,71.7529173,79.20597484,100
NORTH CAROLINA,MECKLENBURG,146,2024,2382,354,2411,265,2601,0,87.06140351,90.09715994,100
NORTH CAROLINA,MECKLENBURG,147,2024,1842,544,1889,425,2216,0,77.20033529,81.633535,100
NORTH CAROLINA,MECKLENBURG,148,2024,4712,3184,5296,2259,4788,3089,59.67578521,70.09927201,60.78456265
NORTH CAROLINA,MECKLENBURG,149,2024,3359,706,3495,555,3518,0,82.63222632,86.2962963,100
NORTH CAROLINA,MECKLENBURG,150,2024,1960,829,2050,616,2313,0,70.27608462,76.89422356,100
NORTH CAROLINA,MECKLENBURG,151,2024,3240,865,3385,649,3728,0,78.92813642,83.91175012,100
NORTH CAROLINA,MECKLENBURG,200,2024,1438,987,1574,670,1908,0,59.29896907,70.1426025,100
NORTH CAROLINA,MECKLENBURG,201,2024,4657,1970,4897,1539,5541,0,70.27312509,76.08763207,100
NORTH CAROLINA,MECKLENBURG,202,2024,3771,3652,4381,2585,3941,3461,50.80156271,62.89118576,53.24236693
NORTH CAROLINA,MECKLENBURG,203,2024,4678,1349,4872,1033,5582,0,77.61738842,82.50635055,100
NORTH CAROLINA,MECKLENBURG,204.1,2024,3135,636,3269,465,3284,0,83.1344471,87.54686663,100
NORTH CAROLINA,MECKLENBURG,205,2024,2361,921,2467,752,2824,0,71.93784278,76.63870767,100
NORTH CAROLINA,MECKLENBURG,206,2024,3717,1728,4073,1082,3799,1647,68.26446281,79.01066925,69.75762027
NORTH CAROLINA,MECKLENBURG,207,2024,2367,2290,2762,1622,2357,2287,50.82671248,63.00182482,50.75366064
NORTH CAROLINA,MECKLENBURG,208,2024,1527,2417,1967,1615,1564,2369,38.71703854,54.91345617,39.76608187
NORTH CAROLINA,MECKLENBURG,209,2024,2082,1851,2388,1307,2759,0,52.93668955,64.62787551,100
NORTH CAROLINA,MECKLENBURG,210,2024,3693,560,3758,439,4065,0,86.83282389,89.54014772,100
NORTH CAROLINA,MECKLENBURG,211,2024,5846,1438,6028,1069,6728,0,80.25809995,84.93729745,100
NORTH CAROLINA,MECKLENBURG,212,2024,7022,1466,7267,1102,7338,0,82.72855796,86.83235751,100
NORTH CAROLINA,MECKLENBURG,213,2024,2960,481,2999,393,3304,0,86.02150538,88.41391509,100
NORTH CAROLINA,MECKLENBURG,214,2024,2034,544,2090,406,2314,0,78.89837083,83.73397436,100
NORTH CAROLINA,MECKLENBURG,215,2024,1584,1327,1787,993,1595,1327,54.41429062,64.28057554,54.58590007
NORTH CAROLINA,MECKLENBURG,216,2024,2095,1742,2336,1334,2738,0,54.59994788,63.65122616,100
NORTH CAROLINA,MECKLENBURG,217,2024,1137,876,1234,687,1480,0,56.4828614,64.23737637,100
NORTH CAROLINA,MECKLENBURG,218,2024,1023,1222,1146,965,1018,1237,45.56792873,54.28706774,45.14412417
NORTH CAROLINA,MECKLENBURG,219,2024,1042,1235,1166,993,1063,1232,45.7619675,54.00648448,46.31808279
NORTH CAROLINA,MECKLENBURG,220,2024,1157,1405,1326,1108,1143,1423,45.16003123,54.47822514,44.54403741
NORTH CAROLINA,MECKLENBURG,221,2024,1518,2415,1789,1899,1512,2431,38.59649123,48.50867679,38.34643672
NORTH CAROLINA,MECKLENBURG,222,2024,4066,1130,4188,890,4696,0,78.25250192,82.47341473,100
NORTH CAROLINA,MECKLENBURG,223.1,2024,3982,1890,4273,1356,4787,0,67.8133515,75.91046367,100
NORTH CAROLINA,MECKLENBURG,224,2024,1526,887,1610,715,1956,0,63.24077911,69.24731183,100
NORTH CAROLINA,MECKLENBURG,225,2024,1298,978,1440,697,1319,923,57.02987698,67.38418343,58.83140054
NORTH CAROLINA,MECKLENBURG,226,2024,1523,1179,1685,878,1522,1180,56.36565507,65.74326961,56.32864545
NORTH CAROLINA,MECKLENBURG,227,2024,2910,2483,3317,1808,2967,2452,53.95883553,64.72195122,54.75179922
NORTH CAROLINA,MECKLENBURG,228,2024,2162,812,2266,611,2608,0,72.69670477,78.76259993,100
NORTH CAROLINA,MECKLENBURG,229,2024,7068,4038,7645,2952,8918,0,63.64127499,72.14305936,100
NORTH CAROLINA,MECKLENBURG,230,2024,5280,2042,5590,1569,6465,0,72.11144496,78.08353122,100
NORTH CAROLINA,MECKLENBURG,231,2024,2029,1407,2213,1029,2079,1345,59.05122235,68.26033313,60.71845794
NORTH CAROLINA,MECKLENBURG,232,2024,1952,1752,2232,1273,1954,1735,52.69978402,63.68045649,52.96828409
NORTH CAROLINA,MECKLENBURG,233,2024,1787,1642,2060,1159,1733,1707,52.11431904,63.99502951,50.37790698
NORTH CAROLINA,MECKLENBURG,234,2024,1351,1180,1470,929,1394,1148,53.37811142,61.27553147,54.83870968
NORTH CAROLINA,MECKLENBURG,235,2024,1286,998,1391,766,1646,0,56.30472855,64.48771442,100
NORTH CAROLINA,MECKLENBURG,236,2024,1990,2630,2265,2137,2023,2604,43.07359307,51.4538846,43.72163389
NORTH CAROLINA,MECKLENBURG,237,2024,2434,599,2534,465,2564,0,80.25057699,84.49483161,100
NORTH CAROLINA,MECKLENBURG,238.1,2024,1782,558,1855,411,2052,0,76.15384615,81.86231244,100
NORTH CAROLINA,MECKLENBURG,239,2024,2412,670,2530,485,2826,0,78.26086957,83.91376451,100
NORTH CAROLINA,MECKLENBURG,240,2024,2083,2534,2484,1793,2111,2462,45.11587611,58.07809212,46.16225672
NORTH CAROLINA,MECKLENBURG,241,2024,4723,3159,5209,2382,5950,153,59.92133976,68.62073508,97.49303621
NORTH CAROLINA,MECKLENBURG,242,2024,945,1634,1234,1123,919,1657,36.64210934,52.35468816,35.67546584
NORTH CAROLINA,MECKLENBURG,243,2024,5207,2462,5563,1774,6415,0,67.89672708,75.82118032,100
NORTH CAROLINA,MITCHELL,1,2024,245,814,306,716,250,780,23.13503305,29.94129159,24.27184466
NORTH CAROLINA,MITCHELL,2,2024,20,201,36,173,22,183,9.049773756,17.22488038,10.73170732
NORTH CAROLINA,MITCHELL,3,2024,80,355,91,322,79,339,18.3908046,22.03389831,18.89952153
NORTH CAROLINA,MITCHELL,4,2024,1083,3509,1326,3013,1017,3429,23.58449477,30.56003687,22.87449393
NORTH CAROLINA,MITCHELL,5,2024,99,525,121,467,100,500,15.86538462,20.57823129,16.66666667
NORTH CAROLINA,MITCHELL,6,2024,73,344,92,301,75,336,17.5059952,23.40966921,18.24817518
NORTH CAROLINA,MITCHELL,7,2024,17,112,20,97,19,96,13.17829457,17.09401709,16.52173913
NORTH CAROLINA,MITCHELL,8,2024,37,208,49,179,36,201,15.10204082,21.49122807,15.18987342
NORTH CAROLINA,MITCHELL,9,2024,264,776,308,694,260,756,25.38461538,30.73852295,25.59055118
NORTH CAROLINA,MONTGOMERY,BIS,2024,489,572,533,463,470,547,46.08859566,53.51405622,46.21435595
NORTH CAROLINA,MONTGOMERY,CAN,2024,397,609,459,504,389,586,39.46322068,47.6635514,39.8974359
NORTH CAROLINA,MONTGOMERY,CHE,2024,94,430,123,383,100,413,17.9389313,24.3083004,19.49317739
NORTH CAROLINA,MONTGOMERY,ELD,2024,288,1165,451,901,263,1153,19.82105988,33.35798817,18.57344633
NORTH CAROLINA,MONTGOMERY,LIT,2024,66,412,95,356,72,393,13.80753138,21.06430155,15.48387097
NORTH CAROLINA,MONTGOMERY,MTG,2024,702,469,725,396,685,458,59.94876174,64.67439786,59.93000875
NORTH CAROLINA,MONTGOMERY,OPH,2024,19,224,45,187,27,203,7.818930041,19.39655172,11.73913043
NORTH CAROLINA,MONTGOMERY,PEE,2024,255,1020,350,840,235,1024,20,29.41176471,18.66560763
NORTH CAROLINA,MONTGOMERY,ROC,2024,288,231,298,201,282,225,55.49132948,59.71943888,55.62130178
NORTH CAROLINA,MONTGOMERY,STA,2024,239,1013,354,848,257,978,19.08945687,29.45091514,20.8097166
NORTH CAROLINA,MONTGOMERY,T1,2024,496,975,577,805,491,914,33.7185588,41.75108538,34.94661922
NORTH CAROLINA,MONTGOMERY,T2,2024,296,810,412,636,294,766,26.76311031,39.3129771,27.73584906
